NomeCliente,EnderecoCompleto,ValorFatura,NumeroPaginas
Cliente Ficticio 437,"AV GEN GUEDES DA FONTOURA,   976, APT 303-BARRA DA TIJUCA-RIO DE JANEIRO-RJ -22621245 ",462.27,4
Cliente Ficticio 438,"AV PE SENA FREITAS,   119-PARQUE ARTUR ALVIM-SAO PAULO-SP -03568020 ",118.50,4
Cliente Ficticio 439,"R SILVESTRE GONCALVES,    75-VILA CARBONE-SAO PAULO-SP -02752090 ",159.97,4
Cliente Ficticio 440,"R GUARANIS,   568-PEDREGULHO-GUARATINGUETA-SP -12515130 ",91.22,4
Cliente Ficticio 441,"R TANNUS FARES,   201-IMPERIAL PARQUE (SOUSAS)-CAMPINAS-SP -13105125 ",133.78,4
Cliente Ficticio 442,"TV VAN DICK,    14-VILA EDE-SAO PAULO-SP -02202050 ",349.11,4
Cliente Ficticio 443,"R FR DIOGO DAS CHAGAS,    12-JARDIM ANGELA (ZONA LESTE)-SAO PAULO-SP -03985060 ",78.34,4
Cliente Ficticio 444,"R JOSE MARIA DE ARAUJO REGADAS,   138, APT 204-TIJUCA-TERESOPOLIS-RJ -25953345 ",253.26,4
Cliente Ficticio 445,"R PEREIRA DA SILVA,   330, APT 405-LARANJEIRAS-RIO DE JANEIRO-RJ -22221140 ",329.54,4
Cliente Ficticio 446,"PC CRISTO REDENTOR,     5-ALTO SAO PEDRO-TAUBATE-SP -12082310 ",299.74,4
Cliente Ficticio 447,"TERCEIRA AVENIDA, AE 13, LT M, APT 202-NUCLEO BANDEIRANTE-BRASILIA-DF -71720595 ",187.18,4
Cliente Ficticio 448,"R TEREZINHA,0,QD 9 LT 18-JARDIM DAS ESMERALDAS-GOIANIA-GO -74830145 ",200.04,4
Cliente Ficticio 449,"AV DAS AMERICAS, 16150, LJ 129, SS-RECREIO DOS BANDEIRANTES-RIO DE JANEIRO-RJ -22790704 ",287.55,4
Cliente Ficticio 450,"AV DA CONCHETA POLASI PIPOLI,   148-YOLANDA OPICE-ARARAQUARA-SP -14807370 ",264.33,4
Cliente Ficticio 451,"R PASCAL,  1292, APT 93-CAMPO BELO-SAO PAULO-SP -04616004 ",62.73,4
Cliente Ficticio 452,"R ANTONIO PEREIRA BRAGA,   210-JARDIM PRIMAVERA-SAO JOSE DO RIO PRETO-SP -15061310 ",46.57,4
Cliente Ficticio 453,"R C,    73-JARDIM CRISTIN ALICE-GUARULHOS-SP -07124263 ",19.37,4
Cliente Ficticio 454,"R MAJ FREIRE,   578, APT 86-VILA MONTE ALEGRE-SAO PAULO-SP -04304110 ",186.39,4
Cliente Ficticio 455,"R PRF JOSE RANIERI QUADRA, QD 8, - 55-CENTRO-BAURU-SP -17015361 ",178.90,4
Cliente Ficticio 457,"TV AGOSTINHO PUPO,30,APT 41-LAGOA SECA-MOGI DAS CRUZES-SP -08730450 ",175.52,4
Cliente Ficticio 458,"R VLTO ALDO GIGLIO PUCCI,  2870-JARDIM PULICANO-FRANCA-SP -14406751 ",101.85,4
Cliente Ficticio 459,"R SILVA BUENO,  2301, APT 2-IPIRANGA-SAO PAULO-SP -04208053 ",424.16,4
Cliente Ficticio 460,"R HERCULANO DE FREITAS,    73-FUNDACAO-SAO CAETANO DO SUL-SP -09520280 ",29.89,4
Cliente Ficticio 461,"R BENEDITO LINO DE SOUZA,   103-FAZENDA GRANDE-JUNDIAI-SP -13212418 ",118.64,4
Cliente Ficticio 462,"R ESTEVAO DE ARAUJO,    72-VILA PARANAGUA-SAO PAULO-SP -03807140 ",222.95,4
Cliente Ficticio 463,"R EUDMIRA ALMEIDA NEVES RINALDO,    26-VILA NOVA SOROCABA-SOROCABA-SP -18070805 ",243.97,4
Cliente Ficticio 464,"R HIPOPOTAMO,   149, CS 1-JARDIM CASA BRANCA-EMBU DAS ARTES-SP -06810480 ",168.98,4
Cliente Ficticio 465,"R ALTO BELO,   743-VILA ANTONIETA-SAO PAULO-SP -03478040 ",19.41,4
Cliente Ficticio 466,"R FRANCISCO SANCHES,  1804-RESIDENCIAL CIDADE JARDIM-SAO JOSE DO RIO PRETO-SP -15081120 ",128.76,4
Cliente Ficticio 467,"R CARANDA(STA TEREZINHA),   350-CAMPANARIO-DIADEMA-SP -09931110 ",142.84,4
Cliente Ficticio 468,"R CASTRO ALVES,   457, CASA 2-CERAMICA-SAO CAETANO DO SUL-SP -09540030 ",78.77,4
Cliente Ficticio 469,"R EVARISTO DA VEIGA,   182-CAMPO GRANDE-SANTOS-SP -11075660 ",220.30,4
Cliente Ficticio 470,"R JOSE MARIA GALVAO,   121-JARDIM ALBERTO GOMES-ITU-SP -13311281 ",104.86,4
Cliente Ficticio 471,"AV MONTEMAGNO,  2167-VILA FORMOSA-SAO PAULO-SP -03371000 ",295.39,4
Cliente Ficticio 472,"C A VICENTE PIRES,227,RUA 08 CH 227 LT3-TAGUATINGA-BRASILIA-DF -72007075 ",208.88,4
Cliente Ficticio 473,"R 6 A,    25, BL C, QD G3, LT 3/60, APT 103-SETOR OESTE-GOIANIA-GO -74115080 ",237.58,4
Cliente Ficticio 474,"R BARRA LONGA,   218-SALGADO FILHO-BELO HORIZONTE-MG -30550430 ",174.90,4
Cliente Ficticio 475,"R MAL MASCARENHAS DE MORAIS,    93, APT 103-COPACABANA-RIO DE JANEIRO-RJ -22030040 ",339.93,4
Cliente Ficticio 476,"R PURPURINA,   155, CJ 95-SUMAREZINHO-SAO PAULO-SP -05435030 ",236.55,4
Cliente Ficticio 477,"AV DR EPITACIO PESSOA,   664, BL B, APT 401-PONTA DA PRAIA-SANTOS-SP -11030602 ",257.59,4
Cliente Ficticio 478,"R TEOTONIO VILELA,145-JARDIM SAO RAFAEL-SAO CARLOS-SP -13568000 ",198.55,4
Cliente Ficticio 479,"R TEREZINA,  1501-JARDIM BRASILANDIA-FRANCA-SP -14402278 ",60.25,4
Cliente Ficticio 480,"AV RAPOSO TAVARES,   999-PAULICEIA-PIRACICABA-SP -13401542 ",199.20,4
Cliente Ficticio 481,"R JOAO AGRIPINO FORTES,    51-PORTAL DAS COLINAS-GUARATINGUETA-SP -12516220 ",153.81,4
Cliente Ficticio 482,"R MARIA HEILBUTH SURETTE,  1295, APT 501-BURITIS-BELO HORIZONTE-MG -30575100 ",104.87,4
Cliente Ficticio 483,"R CARLOS STEINEN,   412-PARAISO-SAO PAULO-SP -04004012 ",99.99,4
Cliente Ficticio 484,"R RANGEL PESTANA,   857-VILA VIRGINIA-RIBEIRAO PRETO-SP -14030210 ",249.73,4
Cliente Ficticio 485,"R ZINIAS,   209, CASA 3-JARDIM PRIMAVERA-MAUA-SP -09361250 ",137.26,4
Cliente Ficticio 486,"AV JOAO PESSOA,   324-LAUZANE PAULISTA-SAO PAULO-SP -02440050 ",154.58,4
Cliente Ficticio 487,"ROD DO MARIO COVAS,1500,BL B4 APT 52-COQUEIRO-ANANINDEUA-PA -67115000 ",4.67,4
Cliente Ficticio 488,"R QUINZE DE NOVEMBRO,  1627, APT 501-CENTRO-PELOTAS-RS -96015000 ",226.68,4
Cliente Ficticio 489,"R JOVINA GOMES DE SOUZA,   789-LETICIA-BELO HORIZONTE-MG -31570050 ",97.19,4
Cliente Ficticio 490,"R JOAQUIM GONCALVES DA SILVA,   285, BL 13, APT 301-RIO BRANCO-BELO HORIZONTE-MG -31535055 ",323.37,4
Cliente Ficticio 491,"AV SEN VERGUEIRO,  2947-ANCHIETA-SAO BERNARDO DO CAMPO-SP -09601000 ",45.45,4
Cliente Ficticio 493,"R DR CARVALHO DE MENDONCA,   428-VILA BELMIRO-SANTOS-SP -11070102 ",175.22,4
Cliente Ficticio 494,"AV 21,  2152-CONSOLACAO-RIO CLARO-SP -13503440 ",265.25,4
Cliente Ficticio 495,"R VC 21, QD 34, LT 07-CONJUNTO VERA CRUZ-GOIANIA-GO -74493390 ",164.60,4
Cliente Ficticio 496,"AV ELISEU DE ALMEIDA,  2046, BL B/MANACAS, APT 13-INSTITUTO DE PREVIDENCIA-SAO PAULO-SP -05533000 ",19.35,4
Cliente Ficticio 497,"R PORTUGUESA,   465, APT 107-PARTENON-PORTO ALEGRE-RS -90650120 ",137.70,4
Cliente Ficticio 498,"R PRFA CECY CORDEIRO THOFEHRN,   165, APT 302-SARANDI-PORTO ALEGRE-RS -91130280 ",221.70,4
Cliente Ficticio 499,"R JEAN DE BRIENNE,    99-RECANTO SANTO ANTONIO-SAO PAULO-SP -05816170 ",31.40,4
Cliente Ficticio 526,"R DR JOAQUIM RODRIGUES DE SIQUEIRA,  1453-VILA BOA VISTA 1-SAO CARLOS-SP -13575003 ",29.01,4
Cliente Ficticio 527,"R DR CASTRO E COSTA,   169-PETROPOLIS-MANAUS-AM -69067140 ",371.98,4
Cliente Ficticio 529,"R ROSEMARY SADDI,    71, BL 26, APT 312-COSMORAMA-MESQUITA-RJ -26582230 ",274.13,4
Cliente Ficticio 530,"R JOAO GERBELLI,412-DEMARCHI-SAO BERNARDO DO CAMPO-SP -09820380 ",179.38,4
Cliente Ficticio 531,"R ITALIA,   541-JARDIM PAULISTANO-AMERICANA-SP -13471550 ",118.75,-20
Cliente Ficticio 532,"R VIRGINIO CAMPELLO,19,A-PRADO-RECIFE-PE -50720390 ",380.08,-19
Cliente Ficticio 533,"R PE AGOSTINHO MENDICUTE,    51, BL ALTA, APT 74-SUMARE-SAO PAULO-SP -01257090 ",158.25,-18
Cliente Ficticio 534,"R CRAVOLANDIA,18,CASA 2, ESCOLA MERALINA DE CASTRO-SANTA CRUZ-RIO DE JANEIRO-RJ -23575061 ",28.31,-17
Cliente Ficticio 535,"R CRAVORANA,   160-JARDIM PEDRO JOSE NUNES-SAO PAULO-SP -08061220 ",142.31,-16
Cliente Ficticio 536,"R JOAO PIMENTEL DE TAVORA,   252, CASA 01-JARDIM TERESA-SAO PAULO-SP -03261020 ",205.47,-15
Cliente Ficticio 537,"R ERNESTO ROSA DA FONSECA,   444, CS 2-PARQUE PINHEIROS-TABOAO DA SERRA-SP -06767020 ",307.57,-14
Cliente Ficticio 538,"R AZUIL LOUREIRO,  1416-VILA SANTA ROSA-GUARUJA-SP -11430111 ",92.11,-13
Cliente Ficticio 539,"R DEZ DE MAIO,   101, CASA 2-VILA AMELIA-SAO PAULO-SP -02615100 ",167.75,-12
Cliente Ficticio 540,"R GONZAGA,    32, APT 32-GUILHERMINA-PRAIA GRANDE-SP -11701760 ",64.47,-11
Cliente Ficticio 541,"R FERNAO DIAS PAIS,    86-CAJURU-CURITIBA-PR -82950310 ",20.56,-10
Cliente Ficticio 542,"R CEL BORDINI,  1153, APT 1101-AUXILIADORA-PORTO ALEGRE-RS -90440001 ",162.12,-9
Cliente Ficticio 543,"R HELIODORA,   118-SANTANA-SAO PAULO-SP -02022050 ",428.54,-8
Cliente Ficticio 544,"R DR ALMEIDA ABBADE,    31-JARDIM JAU (ZONA LESTE)-SAO PAULO-SP -03730050 ",132.36,-7
Cliente Ficticio 545,"QNN, QD 26, CJ C, CASA 54-CEILANDIA SUL (CEILANDIA)-BRASILIA-DF -72220263 ",259.56,-6
Cliente Ficticio 546,"R DOIS DE SETEMBRO,   202, APT 1005-ITOUPAVA NORTE-BLUMENAU-SC -89052000 ",183.54,-5
Cliente Ficticio 547,"R ENG GODOFREDO DOS SANTOS,    24, BL 07, APT 102-ESTORIL-BELO HORIZONTE-MG -30494220 ",169.70,-4
Cliente Ficticio 548,"R HENQUEL TAVARES,    38-CJT RES H. VELOSO-GUARULHOS-SP -07155361 ",86.48,-3
Cliente Ficticio 549,"R MANUEL JACINTO,841-VILA MORSE-SAO PAULO-SP -05624001 ",200.55,-2
Cliente Ficticio 551,"R CAETANO ZANELLA,    40-CENTRO-SAO BERNARDO DO CAMPO-SP -09721200 ",96.86,0
Cliente Ficticio 552,"AE, QD 04, LT E/F, BL B, APT 2105-GUARA II-BRASILIA-DF -71070654 ",479.36,2
Cliente Ficticio 553,"AV EPHIGENIO SALLES,2222,BL ROSSI   APT 701-ALEIXO-MANAUS-AM -69060020 ",518.19,2
Cliente Ficticio 554,"R PRFA ANALIA ALVES TEIXEIRA,  2231-JARDIM TROPICAL-FRANCA-SP -14407065 ",119.96,4
Cliente Ficticio 555,"R EDU CHAVES,   295-VILA GABRIEL-SOROCABA-SP -18081050 ",158.34,4
Cliente Ficticio 556,"R PRF LEONIDIO ALLEGRETI,   757, ALA C7, BL A, APT 11-ITAQUERA-SAO PAULO-SP -08215250 ",63.35,6
Cliente Ficticio 557,"R LISBOA,   357, LJ SOBRELOJA-CERQUEIRA CESAR-SAO PAULO-SP -05413000 ",45.45,6
Cliente Ficticio 569,"R REV ALFREDO SIMON,   674-TRES VENDAS-PELOTAS-RS -96065773 ",489.83,4
Cliente Ficticio 570,"R PREF JOAO BATISTA STOCO,  1609, BL 1, APT 301-SAO GABRIEL-COLOMBO-PR -83407000 ",190.45,4
Cliente Ficticio 571,"R ANNA SANCHES PERES,   300, CASA 3-ALIANCA-OSASCO-SP -06260050 ",161.23,4
Cliente Ficticio 572,"R PEREIRA NUNES,114,BL A AP 1203 A-TIJUCA-RIO DE JANEIRO-RJ -20511120 ",400.79,4
Cliente Ficticio 573,"SHIN, QD QI03, CJ 02, CASA 07-LAGO NORTE-BRASILIA-DF -71505220 ",275.00,4
Cliente Ficticio 574,"R SILVIA,95,BL 1 AP 24-BELA VISTA-SAO PAULO-SP -01331010 ",190.78,4
Cliente Ficticio 575,"AV ELISIO GALDINO SOBRINHO,   134-CIDADE MORUMBI-SAO JOSE DOS CAMPOS-SP -12236740 ",110.71,4
Cliente Ficticio 576,"R ESPIRITO SANTO,  1651-VILA APARECIDA-FRANCA-SP -14401226 ",160.63,4
Cliente Ficticio 577,"R RICARDO RECKELBERG,    27-PONTA AGUDA-BLUMENAU-SC -89051120 ",163.90,4
Cliente Ficticio 578,"EST MORICABA,   595, CASA 1-SENADOR VASCONCELOS-RIO DE JANEIRO-RJ -23012006 ",130.63,4
Cliente Ficticio 579,"R KUMASI (N CIDADE),   105-CIDADE NOVA-MANAUS-AM -69097311 ",155.57,4
Cliente Ficticio 580,"R HEITOR CAMPOS ROSA,   120-JARDIM PAIVA-RIBEIRAO PRETO-SP -14056834 ",131.58,4
Cliente Ficticio 581,"R PIAUI,   584-IPIRANGA-RIBEIRAO PRETO-SP -14055040 ",216.88,4
Cliente Ficticio 582,"R SALVADOR CORREIA DE SA,   327-SAPIRANGA-FORTALEZA-CE -60833183 ",212.99,4
Cliente Ficticio 583,"R PAULO VI,   245-JARDIM SAO PEDRO-MOGI DAS CRUZES-SP -08820340 ",26.28,4
Cliente Ficticio 593,"R DOMINGOS DE GOES,    94, BL E, APT 53-JARDIM CATANDUVA-SAO PAULO-SP -05767340 ",66.84,4
Cliente Ficticio 594,"R DO IMPERADOR,   544-VILA PAIVA-SAO PAULO-SP -02074000 ",119.82,4
Cliente Ficticio 595,"TV JACAUNA,     3, CASA 01-VILA SILVIA-SAO PAULO-SP -03821250 ",165.40,4
Cliente Ficticio 596,"R WALDOMIRO GONZAGA DA SILVA,    45, FT-JD OLIVEIRAS-CAMPINAS-SP -13044280 ",213.19,4
Cliente Ficticio 597,"R EVERALDO JOSE BITTENCOURT,   155, CASA FD-SERRANO-CAXIAS DO SUL-RS -95059340 ",306.14,4
Cliente Ficticio 598,"R FILIPPO JUVARA,   457, / C-JARDIM MARILIA-SAO PAULO-SP -03579170 ",47.55,4
Cliente Ficticio 599,"R CARLOS REVERBEL,   200, TOR A (FIGUEIRA), APT 808-JARDIM CARVALHO-PORTO ALEGRE-RS -91450159 ",195.61,4
Cliente Ficticio 601,"R BOM JESUS DE PIRAPORA,   763, CASA-VILA VIANELO-JUNDIAI-SP -13207270 ",137.94,4
Cliente Ficticio 602,"R ABIGAIL PIMENTEL TAVARES,     9, CASA A-NOVO GLORIA-BELO HORIZONTE-MG -30870420 ",170.60,4
Cliente Ficticio 603,"R QUINZE DE NOVEMBRO,    17-CENTRO-SAO VICENTE-SP -11310400 ",181.02,4
Cliente Ficticio 604,"R MTE BELVEDERE,   941-VILA MARGARIDA-SAO VICENTE-SP -11330580 ",96.63,4
Cliente Ficticio 605,"R EUSTAQUIO ORMAZABAL,  2078, APT 101-BELA VISTA-URUGUAIANA-RS -97501828 ",223.58,4
Cliente Ficticio 606,"R DOS PINHEIROS,   258, APT 11-PINHEIROS-SAO PAULO-SP -05422000 ",94.50,4
Cliente Ficticio 607,"R MURILLO CASSINELLI PORTO,   171, CJ RESIDENCIAL PARATY-RESIDENCIAL PARATI-SAO CARLOS-SP -13563805 ",83.92,4
Cliente Ficticio 608,"R ANGRA DOS REIS,   346, APT 303-NOVA GRANADA-BELO HORIZONTE-MG -30431305 ",214.08,4
Cliente Ficticio 609,"R JULIO DE CASTILHOS,   512-NITEROI-CANOAS-RS -92120030 ",405.95,4
Cliente Ficticio 610,"R MARANEY,   212, CASA 1-VILA SANTANA-SAO PAULO-SP -04679130 ",120.61,4
Cliente Ficticio 611,"R ARNO NADEL,    58, CASA 2-CJ RES J BONIFACIO-SAO PAULO-SP -08255160 ",194.88,4
Cliente Ficticio 612,"SRV ABELARDO MANOEL DOS SANTOS,   120-INGLESES DO RIO VERMELHO-FLORIANOPOLIS-SC -88058323 ",308.26,4
Cliente Ficticio 613,"R SRG AGOSTINHO FERREIRA,   509, FD-VILA MARIA-SAO PAULO-SP -02129001 ",29.80,4
Cliente Ficticio 614,"R VALE MACHADO,  1726, APT 203-CENTRO-SANTA MARIA-RS -97010530 ",196.51,4
Cliente Ficticio 615,"R CAMPOS SALES,    65, ED SOL NASCENTE, APT 203-MICHEL-CRICIUMA-SC -88803080 ",34.61,4
Cliente Ficticio 616,"PC UM MIL NOVECENTOS E QUARENTA E SEIS,  50, BL 03, APT 306-VITORIA-BELO HORIZONTE-MG -31970754 ",198.40,4
Cliente Ficticio 617,"R GUARATINGUETA,   320-JARDIM ESMERALDA-SANTA BARBARA D OESTE-SP -13454036 ",179.76,4
Cliente Ficticio 618,"R PALMEIRA DAS BERMUDAS,    18, CASA A-JARDIM DOS IPES-SAO PAULO-SP -08161160 ",239.39,4
Cliente Ficticio 619,"R ENG FRANCISCO DE GODOI,    83-SANTO AMARO-SAO PAULO-SP -04724010 ",183.90,4
Cliente Ficticio 620,"R EURICO SODRE,  1123, FD-VILA MEDEIROS-SAO PAULO-SP -02215010 ",170.19,4
Cliente Ficticio 621,"R SEN VERGUEIRO,   418, CASA 2-SANTO AMARO-SAO PAULO-SP -04739060 ",479.37,4
Cliente Ficticio 622,"R ORLANDO MAGALHAES MAIA,  1520, APT 1002-JARDINS-ARACAJU-SE -49025530 ",215.21,4
Cliente Ficticio 623,"R CAMINHO DO PILAR,   401, BL PALAIS, APT 121-VILA GILDA-SANTO ANDRE-SP -09190000 ",150.74,4
Cliente Ficticio 624,"R MARANHAO,   334-PAN AMERICANO-FORTALEZA-CE -60440845 ",74.28,4
Cliente Ficticio 625,"R LUCIO CARDOSO,78-JARDIM ITALIA-SAO PAULO-SP -03192020 ",208.14,4
Cliente Ficticio 626,"R DR RENATO PAES DE BARROS,750,CONJUNTO 71-ITAIM BIBI-SAO PAULO-SP -04530001 ",305.76,4
Cliente Ficticio 627,"R PROMISSAO,   130, FD-BOSQUE DOS EUCALIPTOS-SAO JOSE DOS CAMPOS-SP -12233670 ",179.31,4
Cliente Ficticio 628,"R MONTE ALVERNE,    61-LARGO DO BARRADAS-NITEROI-RJ -24110105 ",199.50,4
Cliente Ficticio 629,"R CATALUNHA,   286-SANTA TEREZINHA-BELO HORIZONTE-MG -31360110 ",192.22,4
Cliente Ficticio 630,"R GREGORIO ALLEGRI,   295, BL 1, APT 23-VILA DAS BELEZAS-SAO PAULO-SP -05842070 ",84.22,4
Cliente Ficticio 631,"R BENJAMIN CAPUSSO,   605, CASA 3-VILA CURUCA-SAO PAULO-SP -08031760 ",215.17,4
Cliente Ficticio 632,"R HENRIQUE SALES,   230, APT 303-LUXEMBURGO-BELO HORIZONTE-MG -30380280 ",320.46,4
Cliente Ficticio 633,"R CEZARE SOLANO,    52-CJ HAB L F SVERZUT-SERTAOZINHO-SP -14164170 ",342.32,4
Cliente Ficticio 634,"R IUNA,   127-COSTA E SILVA-JOINVILLE-SC -89219260 ",66.55,4
Cliente Ficticio 635,"R SORVEIRA,   226, CASA 3-CAMPANARIO-DIADEMA-SP -09931330 ",176.33,4
Cliente Ficticio 637,"SQS,202,QD 311 BL K     A-ASA SUL-BRASILIA-DF -70364110 ",307.67,4
Cliente Ficticio 638,"R PE ANCHIETA,  1691, SALA 1010-BIGORRILHO-CURITIBA-PR -80730000 ",11.19,4
Cliente Ficticio 639,"R CRISTOVAO BONINI,1201,FD-JARDIM PROENCA-CAMPINAS-SP -13100414 ",144.79,4
Cliente Ficticio 640,"R DELFIM MOREIRA,   140-HEDY-LONDRINA-PR -86062610 ",143.11,4
Cliente Ficticio 641,"R GUACARIS,   191-CIDADE SAO MIGUEL-SAO PAULO-SP -08040230 ",5.12,4
Cliente Ficticio 642,"R SIRIA,    48, CASA 102-PENHA CIRCULAR-RIO DE JANEIRO-RJ -21221230 ",123.92,4
Cliente Ficticio 643,"R JANUARIO MIRAGLIA,    60-VILA NOVA CONCEICAO-SAO PAULO-SP -04507020 ",316.50,4
Cliente Ficticio 644,"R VICTORIO VIEZZER,   471, SOBRADO 12-VISTA ALEGRE-CURITIBA-PR -80810340 ",287.15,4
Cliente Ficticio 645,"AV BRG FARIA LIMA,  1451, BL BARCELONA, APT 55, AND 5-COCAIA-GUARULHOS-SP -07130000 ",164.16,4
Cliente Ficticio 646,"R BARCELOS,2420-CACHOEIRINHA-MANAUS-AM -69065190 ",228.33,4
Cliente Ficticio 647,"AV CAMPECHE,1665,FT FRENTE-CAMPECHE-FLORIANOPOLIS-SC -88063300 ",264.57,4
Cliente Ficticio 648,"R ALBERICO FLORES BUENO,  1160, CASA 03-BAIRRO ALTO-CURITIBA-PR -82840170 ",100.51,4
Cliente Ficticio 649,"Q, QD 02, CJ B-01, BL A, APT 306-SOBRADINHO-BRASILIA-DF -73015227 ",96.45,4
Cliente Ficticio 650,"R JOAO RAMALHO,   561-PERDIZES-SAO PAULO-SP -05008001 ",194.90,4
Cliente Ficticio 651,"R S RAFAEL,    37, CASA 02-VILA PALMARES-SANTO ANDRE-SP -09061810 ",13.94,4
Cliente Ficticio 652,"QNL, QD 12, BL F, CASA 09, FD-TAGUATINGA NORTE-BRASILIA-DF -72156216 ",226.43,4
Cliente Ficticio 653,"R BELO HORIZONTE,    29, CASA 1-RIO DOCE-OLINDA-PE -53040110 ",245.49,4
Cliente Ficticio 654,"R MIN VIRIATO VARGAS,   190, APT 103-ALTO DA BOA VISTA-RIO DE JANEIRO-RJ -20531050 ",174.93,4
Cliente Ficticio 655,"R NELSON KARATANASOV,   132-JARDIM NOVA REPUBLICA-SAO JOSE DOS CAMPOS-SP -12234860 ",231.38,4
Cliente Ficticio 656,"R ANTONIO PALMIERI,   507-JARDIM BRASIL (ZONA NORTE)-SAO PAULO-SP -02210000 ",154.29,4
Cliente Ficticio 657,"R VENEZA,  1039, LE A, CS 1-JARDIM ISAURA-SANTANA DE PARNAIBA-SP -06516055 ",348.47,4
Cliente Ficticio 658,"AL PRES ROOSEVELT,281-JARDIM CARIOCA-NOVA IGUACU-RJ -26022580 ",139.61,4
Cliente Ficticio 659,"AV ABILIO AUGUSTO TAVORA,12-CENTRO-NOVA IGUACU-RJ -26255155 ",142.71,4
Cliente Ficticio 660,"R CNSO JOAO ZANETTE,   100-CENTRO-CRICIUMA-SC -88801050 ",179.69,4
Cliente Ficticio 661,"R ALAGOAS,    79-SAUDE-MOGI MIRIM-SP -13800521 ",186.21,4
Cliente Ficticio 662,"R GECIO ALVES DE OLIVEIRA,   550-SAO CAETANO-CAXIAS DO SUL-RS -95095130 ",159.45,4
Cliente Ficticio 663,"R PAULINO VITAL DE MORAIS,   659-PARQUE MARIA HELENA-SAO PAULO-SP -05855000 ",29.89,4
Cliente Ficticio 664,"AL ITALO MELO,16-COQUEIRO-ANANINDEUA-PA -67133005 ",151.06,4
Cliente Ficticio 665,"R LOWNDES,   238-VILA MATHIAS-SANTOS-SP -11015080 ",122.75,4
Cliente Ficticio 666,"R DES FRANCISCO FERREIRA,733-VILA OLIVEIRA-MOGI DAS CRUZES-SP -08790320 ",282.51,4
Cliente Ficticio 667,"R DR SEBASTIAO MESQUITA,   120, CASA D-PALMEIRAS-BELO HORIZONTE-MG -30575750 ",571.31,4
Cliente Ficticio 668,"R DES MOTTA,  2290, APT 1404-CENTRO-CURITIBA-PR -80420190 ",329.78,4
Cliente Ficticio 669,"R FLOR DE LIZ,     6, CASA 2-DOS CASA-SAO BERNARDO DO CAMPO-SP -09841190 ",301.02,4
Cliente Ficticio 670,"R LANDULFO ALVES,91,AP 101 FR-CAMPO GRANDE-RIO DE JANEIRO-RJ -23075045 ",89.22,4
Cliente Ficticio 671,"AV VICTOR CIVITA,   235, RUA C, CASA 59-TAMBORE-SANTANA DE PARNAIBA-SP -06544072 ",383.03,4
Cliente Ficticio 673,"R SILVINO DE GODOY,   251, FD-JARDIM CIDADE PIRITUBA-SAO PAULO-SP -02942030 ",240.91,4
Cliente Ficticio 674,"R DO MIRANTE,   576, FD-MIRANTE-MOGI MIRIM-SP -13801100 ",102.67,4
Cliente Ficticio 675,"R 823, QD 939, LT 02, CASA 01-VILA OSVALDO ROSA-GOIANIA-GO -74633240 ",208.56,4
Cliente Ficticio 676,"R MILTON JOSE ROBUSTI,   106, APT 53-JARDIM BOTANICO-RIBEIRAO PRETO-SP -14021613 ",188.39,4
Cliente Ficticio 677,"R BIAS PEIXOTO,   103, APT 302-ITAGUACU-FLORIANOPOLIS-SC -88085480 ",336.41,4
Cliente Ficticio 678,"R TREZENTOS E UM,     8, AC FT-TIJUCAL-CUIABA-MT -78088335 ",92.46,4
Cliente Ficticio 679,"R PINHOTIBA,3,CS 3-JARDIM IMPERADOR-SAO PAULO-SP -03935070 ",101.81,4
Cliente Ficticio 680,"R PAULO VI,  1256, FD-JARDIM SAO PEDRO-MOGI DAS CRUZES-SP -08820340 ",241.31,4
Cliente Ficticio 681,"R CEZAR SIMOES,  2820, CASA 13-PARQUE DAS ARVORES-FRANCA-SP -14404071 ",75.72,4
Cliente Ficticio 682,"R CNSO MOREIRA DE BARROS,  3553-LAUZANE PAULISTA-SAO PAULO-SP -02430002 ",208.70,4
Cliente Ficticio 683,"R TELAVIVE (CJ C ELISIOS),    16,   QD11-PLANALTO-MANAUS-AM -69045190 ",261.91,4
Cliente Ficticio 684,"R CARLOS DE CAMPOS,   371-PARQUE ITAMARATI-JACAREI-SP -12307430 ",127.23,4
Cliente Ficticio 685,"AV BASTIAN,   571, APT 34-MENINO DEUS-PORTO ALEGRE-RS -90130021 ",207.45,4
Cliente Ficticio 686,"R ANTONIO DORIGAN,  1235-RESI JD VERA CRUZ-FRANCA-SP -14407480 ",41.81,4
Cliente Ficticio 687,"R RIO GUAPORE,30,QD 20-GRANDE TERCEIRO-CUIABA-MT -78065570 ",111.75,4
Cliente Ficticio 688,"R FR CANECA,   811, CASA C-FRAGATA-PELOTAS-RS -96045570 ",199.22,4
Cliente Ficticio 689,"R ALEXANDRE DUMAS,  1410, APT 201-CH STO ANTONIO (Z SUL)-SAO PAULO-SP -04717003 ",316.94,4
Cliente Ficticio 690,"R LASAR SEGAL,   485, CASA A-TUPI A-BELO HORIZONTE-MG -31842380 ",244.98,4
Cliente Ficticio 691,"R PAULICEIA,    77-VILA CAMILOPOLIS-SANTO ANDRE-SP -09230340 ",115.21,4
Cliente Ficticio 692,"R PORFIRIO DIAS NEGRAO,    88-JARDIM GERMANIA-SAO PAULO-SP -05848140 ",291.07,4
